State,ST,County,Republicans 2016,Democrats 2016,Green 2016,Libertarians 2016,Less Than High School Diploma,At Least High School Diploma,At Least Bachelors's Degree,Graduate Degree,School Enrollment,Median Earnings 2010,Children Under 6 Living in Poverty,Adults 65 and Older Living in Poverty,Total Population,Preschool.Enrollment.Ratio.enrolled.ages.3.and.4,Poverty.Rate.below.federal.poverty.threshold,Child.Poverty.living.in.families.below.the.poverty.line,White,Black,Hispanic,Asian,Amerindian,Other,Median Age,Poor.physical.health.days,Poor.mental.health.days,Low.birthweight,Teen.births,Children.in.single.parent.households,Adult.smoking,Adult.obesity,Diabetes,Sexually.transmitted.infections,HIV.prevalence.rate,Uninsured,Unemployment,Violent.crime,Homicide.rate,Injury.deaths,Infant.mortality
Texas,TX,"La Salle County, Texas",42.45973646,54.90483163,0.488042948,2.14738897,40.1,59.9,8.1,2.5,65.05,19782.22953,17.65,25.3,6388,34.3,21.45,24.65,15.75,1.5,81.35,0.7,0.2,0.55,32,,,0.1,81.8,0.565,,0.289,0.086,185.7,119.6,0.28,0.043,146.59,,80.5,
Nevada,NV,"Mineral County, Nevada",59.03855784,31.89784677,,4.406609915,13.7,86.3,8.2,1.7,66.2,33848.14826,32.15,15.3,4748,100,20,11.8,72.7,2.4,8.95,0.8,13.2,1.9,50.6,4.5,4.3,0.08,43.5,0.356,0.267,0.295,0.12,587.9,,0.23,0.127,576.62,,133,
Pennsylvania,PA,"McKean County, Pennsylvania",71.660673,24.41561778,0.950423838,2.523760596,11.7,88.3,15.6,5.5,75.15,24569.9073,25.6,8.05,43536,44,14.1,21.6,94.65,2.1,1.6,0.45,0.2,1.05,40.9,3.8,3.5,0.09,38.4,0.366,0.269,0.319,0.101,231.4,58.6,0.119,0.081,198.55,,54.7,8.9
Texas,TX,"Dickens County, Texas",83.05830583,14.08140814,0.330033003,2.530253025,27.1,72.9,12.7,3.1,63.65,15500.97715,47.65,13.1,2461,78.1,26.9,46.2,62.9,3.4,31.65,0.5,1.1,0.5,41.1,,,,61.1,0.331,,0.294,0.107,,,0.27,0.095,122.23,,,
Virginia,VA,"Highland County, Virginia",68.8713156,26.67145938,0.575125809,2.372393961,26.3,73.7,21.4,7.8,75.9,28651.18794,6.6,11.2,2360,0,10.55,13.9,98.2,0.15,0.65,0.1,0.4,0.55,52.4,,,,,0.162,,0.28,0.124,,,0.253,0.061,56.39,,,
Massachusetts,MA,"Nantucket County, Massachusetts",29.54403498,64.70955653,1.686445971,4.059962523,6.6,93.4,40.2,15.2,76.3,38425.78508,2.45,8.3,10592,41.8,7.25,4.6,81.9,5.25,7.4,1.45,1.25,2.7,39.1,2.3,2.6,0.05,16.1,0.193,0.145,0.239,0.075,315.5,243.4,0.079,0.06,465.61,,51.6,
Alabama,AL,"Lauderdale County, Alabama",71.45801664,25.44765929,0.566820395,2.527503671,17.1,82.9,21.5,7.9,76.5,23675.60413,33.05,9.15,90629,41.1,17.85,25.9,86.1,9.95,1.9,0.55,0.25,1.15,39.7,4.6,3.6,0.1,35.5,0.306,0.177,0.322,0.125,450.5,60.2,0.152,0.067,159.34,5.97,73.2,7.5
Nebraska,NE,"Cheyenne County, Nebraska",79.01072445,15.36441234,1.006784854,4.618078354,6.5,93.5,27.1,7.1,77.3,29217.26095,14.75,9.4,9913,56.1,10.2,11.45,91.5,0.1,5.8,1.3,0.6,0.7,41.3,3.3,2.5,0.08,34.3,0.299,0.179,0.284,0.085,130.3,84.7,0.109,0.031,59.74,,93.5,
Pennsylvania,PA,"Lehigh County, Pennsylvania",45.9286027,50.37345374,0.874332652,2.479889696,14.1,85.9,27,10.8,77.7,30620.73556,22.65,7.8,343287,42.8,11.45,17.8,73.9,4.55,17.1,2.85,0.1,1.5,39.1,3.5,3.4,0.09,36.3,0.352,0.195,0.279,0.103,403.7,300.5,0.133,0.085,282.05,4.25,61,6.9
Louisiana,LA,"Ascension Parish, Louisiana",66.10504363,30.13189909,0.592722683,2.162340157,13.4,86.6,21.9,6.3,78.1,34937.95937,20.4,10,102843,55.2,11.15,16.4,72,21.45,4.35,0.85,0.25,1.05,34.2,3.6,3.2,0.09,40.8,0.292,0.194,0.345,0.104,333.7,178.3,0.152,0.057,390.13,5.52,64.5,7.2
Missouri,MO,"Barton County, Missouri",83.58057991,13.40188806,0.370869858,2.275792313,15.2,84.8,13.2,5.2,71,22468.75111,23.55,14.7,12548,44.9,15.2,18.55,94.9,0.25,1.65,0.1,1.2,1.85,39.7,5.2,,0.07,46.9,0.215,,0.309,0.116,129.8,,0.192,0.084,168.54,,99.7,
Kentucky,KY,"Bell County, Kentucky",79.8929821,17.69911504,0.432187693,1.481786376,34,66,11.3,6.4,71.45,20382.2908,46.65,20.55,28892,30.7,31.1,37.65,95,2.7,0.8,0.2,0.1,1.15,40.5,7.6,6.1,0.1,70.3,0.381,0.264,0.321,0.147,222.8,51.8,0.185,0.133,154.78,5.93,134.8,11.2
Nebraska,NE,"Colfax County, Nebraska",68.44262295,27.01765448,0.819672131,3.720050441,26.8,73.2,12.7,3.6,69.85,25018.11588,17.05,12.65,10307,16.7,11,10.2,59.7,0.25,39.15,0.15,0.2,0.55,35.3,2.8,2.5,0.05,71.8,0.341,0.168,0.339,0.079,207.3,72.5,0.212,0.034,,,62.8,
Oklahoma,OK,"Cherokee County, Oklahoma",60.60532541,33.08667435,,6.308000243,16.1,83.9,23.8,8.8,73.45,19592.30921,46.2,14,46114,42.7,26.55,34.95,51.95,1.55,6.35,0.6,31.1,8.4,34.1,5.3,4.3,0.08,49.7,0.377,0.263,0.352,0.116,365.8,58.2,0.277,0.053,184.6,5.31,91.4,6.6
Georgia,GA,"Wilcox County, Georgia",70.50117726,28.65792129,,0.840901446,27,73,8.8,1.9,69.5,21636.00159,41.55,24.25,8988,43,25.9,41.9,60.4,35.4,2.65,0.4,0.2,0.95,39.5,3.2,3.4,0.1,71.2,0.476,0.227,0.31,0.116,645.3,680,0.232,0.123,121.2,,106.2,
Illinois,IL,"Perry County, Illinois",70.22460334,25.06696889,1.153925407,3.55450237,18.5,81.5,13.5,4.4,72.45,23644.76889,27.5,7.15,22446,48.4,13.75,21.05,87.45,8.25,2.65,0.4,0.25,1.1,39.2,2.9,,0.09,42.9,0.385,,0.284,0.094,381.8,224,0.132,0.113,125.77,,68.5,
Montana,MT,"Daniels County, Montana",76.57563025,17.54201681,0.630252101,5.25210084,5.4,94.6,19.7,5.5,84.55,21280.87778,17.15,7.55,1617,0,14.9,25.45,94.25,0.1,0.9,0.1,3.9,0.8,49.2,1.1,,,,0.241,0.142,0.244,0.091,,,0.21,0.04,195.16,,,
Nebraska,NE,"Pawnee County, Nebraska",73.82039574,21.23287671,0.761035008,4.185692542,12,88,14.8,3.6,79.75,26377.96635,17.05,12.2,2727,63.2,12.05,14.25,97.45,0.15,1,0.15,0.4,0.85,48.6,2.2,2.3,0.13,,0.149,0.088,0.33,0.118,,,0.151,0.031,36.9,,151.9,
Nebraska,NE,"Valley County, Nebraska",81.49171271,15.51565378,0.552486188,2.44014733,8.8,91.2,17.1,3.9,76.5,22200.84572,22.15,14.55,4240,33,15.95,20.7,97.45,0.05,1.95,0.15,0.05,0.35,47,2.5,2.2,0.06,19.4,0.182,0.088,0.298,0.116,189.7,,0.149,0.029,,,98.1,
Missouri,MO,"Perry County, Missouri",79.09986257,17.40723775,0.446633074,2.645442052,19.5,80.5,12.2,3.6,72.55,26012.15683,19.25,8.2,18804,36.1,9.85,13.85,96.5,0.4,1.4,0.5,0.15,1,39.1,3.7,3,0.07,38.5,0.254,0.164,0.327,0.112,173.3,,0.156,0.047,158.39,,66.6,
Oregon,OR,"Crook County, Oregon",72.07423956,22.26327548,1.331843959,4.330641004,14.3,85.7,15.4,5.4,73.65,25703.11556,31.05,4.75,21725,37.1,13.8,25.05,89.3,0.1,7.15,0.4,1.2,1.85,43.6,3.2,3.1,0.06,35,0.28,0.207,0.266,0.098,134.4,,0.199,0.141,234.72,,69.6,
Arkansas,AR,"St. Francis County, Arkansas",43.0013459,54.25302826,0.242261104,0.861372813,26.7,73.3,10.5,4.2,65.8,20984.47746,51.1,25.9,27513,46,30.15,44.65,42.8,50.7,4.8,0.35,0.35,1,36.8,4.7,5.9,0.12,94.9,0.662,0.218,0.386,0.126,1079.7,285.7,0.192,0.11,506.87,10.55,74.9,9.6
Michigan,MI,"Cheboygan County, Michigan",63.60372243,31.52341174,1.025866491,3.392687037,11.8,88.2,17.8,7.1,74.75,20234.96953,36.95,6.7,26431,43.7,16.05,26.35,93.4,0.4,0.85,0.3,2.55,2.45,45.7,3.7,3.2,0.06,31.6,0.328,0.222,0.327,0.111,196.8,25.5,0.17,0.105,137.57,,58.4,
Montana,MT,"Wibaux County, Montana",86.1423221,10.29962547,0,3.370786517,24.9,75.1,15.9,2.9,72.85,20281.98921,35.4,15.2,969,0,15.55,27.45,95.15,0.4,1.4,0.25,1.6,1.25,48.4,,,,,0.167,,0.283,0.095,,,0.249,0.028,0,,,
Texas,TX,"Cottle County, Texas",83.3619211,14.40823328,0.343053173,1.886792453,20.9,79.1,15.9,2,86,24581.00222,2.85,4.9,1600,31.3,11.75,15.45,64.6,11.5,19.75,0,0.15,4.05,46,,,,69.2,0.284,,0.29,0.125,,,0.327,0.061,43.16,,,
Minnesota,MN,"Cook County, Minnesota",34.4047619,56.9047619,2.291666667,3.125,7,93,32.9,13,78.4,23695.47302,7.55,4.25,5293,54,9.2,11.55,88.05,0.25,1.1,1.05,7.2,2.25,49.5,3.2,2.3,,22.8,0.351,,0.261,0.091,134.2,,0.133,0.059,176.46,,,
New Mexico,NM,"Quay County, New Mexico",61.90075694,28.48331932,0.420521447,8.382394169,22.7,77.3,14.8,4.7,77.6,19507.45334,31.7,17.2,9024,14.5,18.95,25.05,54.75,0.75,40.95,0.8,1.25,1.5,44.4,5.7,4.2,0.08,90.1,0.288,0.275,0.253,0.09,421,,0.221,0.069,618.15,15.77,142.3,
New Hampshire,NH,"Merrimack County, New Hampshire",45.92094197,48.99745249,0.892236808,4.117453468,8.7,91.3,32.7,12.7,78.8,32595.2473,10.8,7.2,147300,51.8,7.9,10.45,94.75,0.9,1.5,1.45,0.2,1.2,40.4,2.9,3.2,0.06,16.5,0.281,0.153,0.264,0.082,207.4,113.2,0.12,0.049,147.66,1.86,52.6,6
West Virginia,WV,"Wirt County, West Virginia",78.9626556,15.89211618,0.954356846,3.485477178,16,84,11,3.9,71.35,24599.59556,25.65,9.9,5706,34.9,19.2,28.45,97.85,0.1,0.25,0.1,0.1,1.65,42.4,2.7,2.5,0.08,40.9,0.209,0.281,0.384,0.144,,,0.2,0.105,273.34,,,
California,CA,"Fresno County, California",45.53151872,49.41182112,1.486030752,3.273742927,26.9,73.1,19.7,6.3,75.85,23679.84191,34.15,10.5,910600,41.2,21.7,31.05,34.15,4.85,49.2,9,0.6,2.2,30.4,4.2,3.7,0.07,55.1,0.382,0.139,0.294,0.09,632.1,200.7,0.224,0.152,535.22,8.18,56.3,6.9
Georgia,GA,"Lee County, Georgia",75.43598469,22.44434992,,2.119665391,16.6,83.4,19.2,8.8,82.3,31543.0327,8.5,9.65,30579,56.6,8.15,9.75,76.5,17.95,1.9,1.65,0.2,1.75,35.6,3.5,3.3,0.09,36.1,0.242,0.229,0.308,0.111,255.5,92.9,0.158,0.074,168.53,,61.5,9.5
Idaho,ID,"Gooding County, Idaho",72.10556733,17.91562319,0.577923329,2.119052206,23.8,76.2,11.5,2.8,65.25,24622.82159,22.65,18.1,14892,11.5,16.2,21.15,71.95,0.1,25.8,0.6,0.35,1.25,35.7,3.9,3,0.07,55.9,0.211,0.198,0.308,0.098,187.4,98.4,0.277,0.051,138.93,,64.8,
Kentucky,KY,"Clark County, Kentucky",66.10295025,29.04579682,0.74682138,2.795951117,18.6,81.4,17.7,6.2,72.3,27955.58445,23.6,13.55,35547,53.1,16.25,22.25,91.5,4.8,2.1,0.45,0.2,0.95,39.3,6.5,4.8,0.1,54.8,0.274,0.402,0.317,0.115,363,105.2,0.158,0.08,272.54,4.49,98,7.1
Texas,TX,"Carson County, Texas",88.86247878,8.455008489,0.373514431,2.308998302,12.1,87.9,23.6,7.1,82.05,33313.61556,8.45,6.7,6214,52.6,7.35,5.9,87.75,0.7,8.7,0.35,1.05,1.5,40.7,,,0.09,27.8,0.226,,0.3,0.108,159.8,,0.153,0.045,192.27,,98.6,
Virginia,VA,"Powhatan County, Virginia",70.7097773,24.15743718,0.434679052,3.804930332,20.7,79.3,21.9,8,79.9,33383.08635,3.3,7.65,27690,64.9,4.5,3.9,80.2,16.75,1.55,0.45,0.15,0.95,40.3,2,,0.07,12.9,0.141,0.25,0.292,0.102,241.9,547.3,0.14,0.054,66.89,,53.3,
Oklahoma,OK,"Le Flore County, Oklahoma",77.59753474,18.86737601,,3.535089249,20.9,79.1,11.4,4.3,74.6,22559.9654,33.45,16.2,49932,46.3,21.1,29.9,74.25,2.15,6.75,0.5,9.1,7.25,38.1,4.2,4.3,0.07,70.4,0.362,0.246,0.332,0.127,244.9,90,0.266,0.091,234.2,4.91,99.2,8.8
Tennessee,TN,"Lauderdale County, Tennessee",56.28024891,42.12952293,0.161327495,1.002535146,26.8,73.2,9.9,2.8,69.7,22336.37048,33.9,19.55,27191,38.4,24.45,34.35,61.85,34.4,1.85,0.15,0.55,1.25,35.9,6.3,3.5,0.13,71.6,0.475,0.321,0.37,0.122,890.2,365.7,0.163,0.124,663.33,8.27,79.3,13.7
Texas,TX,"Potter County, Texas",68.82809742,26.89728203,0.670667137,3.603953406,24.6,75.4,15,4.6,71.55,21974.60762,35.15,11.65,120935,46.4,22.25,32.2,50.95,9.6,34.05,3.25,0.6,1.6,32.7,4.3,3.9,0.1,96.7,0.427,0.224,0.342,0.099,807.9,311.3,0.294,0.056,632.36,8.25,77,10.3
North Carolina,NC,"Wayne County, North Carolina",54.9132948,43.19203597,,1.894669236,18.8,81.2,16.2,5.2,71.85,25124.19365,27,13.35,117956,34.1,18.4,26.05,56.95,31.5,8.4,0.95,0.25,1.95,36.5,4,3.5,0.09,56.5,0.418,0.236,0.341,0.123,727.6,388,0.2,0.089,463.18,10.56,70.5,9.1
Minnesota,MN,"Carlton County, Minnesota",45.1852262,46.84644775,1.290215405,3.892795836,9.7,90.3,21.4,7.2,76.2,30427.26762,16.9,7.5,34630,45.6,10.7,13.5,89.5,1.35,1.4,0.55,5.4,1.9,40.1,3.6,3.9,0.06,30.9,0.265,0.155,0.279,0.081,248.2,23.1,0.112,0.071,124.41,,69.8,
Kansas,KS,"Morris County, Kansas",69.70404984,22.81931464,2.336448598,5.140186916,9.9,90.1,16.6,7.7,74.75,25341.94984,22.95,13.35,5944,20.2,11.15,14.55,94.2,0.2,3.65,0.55,0.6,0.8,45.9,2.8,,0.05,40.7,0.236,0.139,0.33,0.112,101.9,,0.148,0.066,178.58,,,
Oklahoma,OK,"Okfuskee County, Oklahoma",70.96364099,23.97660819,,5.059750826,21.2,78.8,10.9,3.1,73.45,22072.27842,33.55,16.55,11662,35.8,24.15,33.15,64,9.05,2.6,0.05,15.95,8.25,40.3,4.2,2.9,0.08,65.8,0.321,0.248,0.351,0.133,267.2,97.4,0.246,0.072,246.62,,118,
Montana,MT,"Roosevelt County, Montana",49.17190177,42.94688749,2.569960023,4.854368932,10.9,89.1,17.3,4.7,74.3,27894.54699,34.95,11.9,10328,51,23.2,30.65,36,0.05,1.1,0.4,53.55,8.9,32,3.9,3,0.08,108.4,0.418,0.274,0.358,0.133,1291.9,,0.264,0.074,314.33,18,153.9,
New York,NY,"Monroe County, New York",40.25155858,54.3668245,1.548269012,3.833347909,11.6,88.4,34.8,15.1,81.5,29746.92032,20.8,7.65,737982,54.5,13.4,18.6,74.25,14.1,6.6,3,0.2,1.8,38.1,3.6,3.4,0.08,27.5,0.386,0.181,0.302,0.096,671.8,340.9,0.101,0.08,363.42,6.36,44,7
Virginia,VA,"Mecklenburg County, Virginia",54.57600316,43.2957765,0.197667523,1.574751268,24.8,75.2,13.4,4.8,73.5,22376.19207,29.5,14.2,32357,46.7,17.95,24.05,58.95,36.95,2.3,0.65,0.1,1.05,45.1,3.6,3,0.11,46,0.476,0.286,0.328,0.128,459.8,319.5,0.187,0.098,193.67,6.11,79.9,
Georgia,GA,"Haralson County, Georgia",84.64257312,13.02465318,,2.332773703,30.4,69.6,11,3.2,71.95,25390.72349,32.45,16.6,28669,35,19.6,27.85,91.5,4.95,1.15,0.35,0.3,1.8,38,4.1,4.2,0.08,60.8,0.39,0.299,0.316,0.118,174.6,109.9,0.204,0.095,522.03,5.04,114.8,
Maine,ME,"Oxford County, Maine",52.14510838,39.14581591,2.125812054,6.583263652,12.5,87.5,18.5,6.2,74.1,24005.21238,25.85,12.15,57123,29.1,13.4,17.95,96.55,0.4,0.95,0.5,0.4,1.25,43.6,3.8,3.9,0.07,25.7,0.337,0.23,0.303,0.105,161.2,59.5,0.138,0.091,119.42,3.72,66.7,6.4
Alaska,AK,"Aleutians East Borough, Alaska",,,,,35.9,64.1,9.6,0.5,51.5,20785.85238,19.25,13.8,3050,91.7,10.4,18.1,11.75,8.25,10.9,41.45,22.45,5.2,38.5,2.9,3.8,,62.7,0.394,0.382,0.323,0.077,283.7,,0.46,0.126,,,,
Kentucky,KY,"Larue County, Kentucky",75.37301712,20.07224753,0.439767551,2.732841213,23.2,76.8,12.1,4.9,76.8,22324.71429,27,12.6,13886,37.2,14.55,20.15,92.85,3.45,2.15,0.15,0.35,1.1,39.1,3.8,4.8,0.06,53.1,0.307,0.271,0.31,0.131,216.6,,0.185,0.075,47.32,,75.3,
North Carolina,NC,"Buncombe County, North Carolina",41.14209669,55.71234211,,3.145561198,12.8,87.2,31.2,11.1,75.85,25470.16032,23.7,9.8,232093,53.3,14.25,19.95,85.2,6.6,5.1,1,0.3,1.8,40.6,3.3,3.8,0.08,38.8,0.34,0.2,0.236,0.095,316.9,220.1,0.201,0.075,259.2,4.48,66.1,6.8
Pennsylvania,PA,"Cumberland County, Pennsylvania",57.05235165,38.4833316,0.78909862,3.232870998,9.6,90.4,32.3,12,80.7,31097.40984,10.35,5.05,231632,48.4,6.45,7.8,90.4,2.95,2.4,2.65,0.1,1.5,39.9,2.7,2.7,0.07,17.2,0.236,0.149,0.255,0.092,285.4,179.1,0.097,0.066,110.2,1,46.6,6.6
South Carolina,SC,"Berkeley County, South Carolina",56.03593558,38.63708359,0.68297875,3.118387207,13.7,86.3,18.3,5.5,70.6,26807.43905,16.85,11,170585,51.5,12.65,18.25,64.6,25.35,4.9,2.2,0.4,2.55,34.3,4,3.9,0.09,48.5,0.346,0.227,0.388,0.119,465.3,180,0.208,0.08,481.97,6.59,63.6,9
Indiana,IN,"Johnson County, Indiana",68.63458606,26.14866599,,5.21674795,9.7,90.3,26.2,8.6,75.5,32133.41746,13.25,4.8,137867,32.6,7.8,10.55,92.95,1.3,2.65,1.65,0.15,1.3,36.4,3.5,3.2,0.07,33.8,0.243,0.241,0.291,0.105,204,90.7,0.131,0.07,225.32,1.83,49,6.4
Indiana,IN,"Wells County, Indiana",76.19446773,19.69823973,,4.10729254,10.6,89.4,14,4.9,73.7,27537.98635,9.1,5.1,27678,28.9,7.75,10.05,96.45,0.45,1.95,0.25,0.3,0.6,40,2.8,3.4,0.08,26.1,0.304,0.205,0.286,0.108,212.7,26.2,0.142,0.074,40.74,,54.8,
Wisconsin,WI,"Brown County, Wisconsin",52.70084786,41.85039648,1.075319419,3.907542923,10,90,25.6,7.3,76.5,30113.81746,17.9,7.1,245444,40.1,10.3,13.7,85,1.9,6.65,2.6,2.25,1.65,36,3.9,3.2,0.07,31.5,0.298,0.187,0.293,0.085,455.8,77.5,0.113,0.063,201.74,2,50.1,6.1
Wisconsin,WI,"Florence County, Wisconsin",71.55790268,25.12259525,0.641267446,2.414183327,12.6,87.4,12.1,2.1,80.9,23834.58889,38.05,15.25,4572,52.2,15.35,20.9,97.6,0.1,0.55,0.15,0.6,0.95,47.3,3.4,2.4,,16.9,0.238,0.258,0.304,0.095,202.7,,0.13,0.073,178.19,,,
Mississippi,MS,"Simpson County, Mississippi",64.75998598,33.9085494,0.192711983,0.648213034,24,76,14.3,4.5,71.65,24077.20064,25.05,18.75,27703,51,23,32.15,62.45,35.75,1.05,0.2,0.05,0.55,37.6,4.2,3.7,0.13,75.7,0.467,0.232,0.36,0.137,567.3,233.5,0.214,0.081,245.02,7.78,106.6,13.2
Arkansas,AR,"Washington County, Arkansas",50.81276794,40.60193857,1.602906604,4.123555813,18.3,81.7,27.4,9.8,76.1,24468.03937,26.6,10.2,198209,40.7,17.15,22.5,75.85,3,14.3,2.2,1.2,3.5,30.6,3.6,3.2,0.07,44.8,0.31,0.2,0.286,0.081,402.9,187.3,0.233,0.054,399.53,2.82,50.4,7.4
California,CA,"Merced County, California",43.47294405,51.39806693,1.359264398,3.162994144,33,67,12.5,4.1,75.9,22347.55873,33.25,10.7,249014,33,21.45,29.3,33.45,3.45,53.5,6.95,0.45,2.15,29.3,4.6,4.2,0.07,50.7,0.355,0.117,0.313,0.08,396.3,82.1,0.221,0.17,590.95,8.66,55.8,6.4
Georgia,GA,"Fannin County, Georgia",81.79190751,16.32097926,,1.887113227,22.1,77.9,16.2,7.2,72.45,24243.2654,18.25,13.1,23058,48.9,14.85,20.5,96,0.25,1.55,0.6,0.45,1.15,47.2,4.8,5.3,0.09,57.5,0.362,0.267,0.29,0.132,88.6,75.9,0.248,0.096,424.75,,96.8,
Texas,TX,"Frio County, Texas",45.91874767,52.21766679,0.48453224,1.379053299,35.7,64.3,8.1,3.2,73.25,21374.33619,22.5,22.1,16676,43,21.45,26.8,19.35,3,76,1.2,0.1,0.35,31.7,,,0.09,95.8,0.343,,0.297,0.088,448.3,195,0.239,0.056,213.84,9.33,51.9,
Texas,TX,"Shelby County, Texas",79.04541446,19.36728395,0.231481481,1.355820106,24.6,75.4,13.5,3.6,73.65,22249.05556,37.5,18.15,25903,49.7,25.3,39,65.25,17.7,15.75,0.25,0.15,0.95,38.4,2.7,3.9,0.1,80.2,0.419,0.204,0.336,0.118,302.7,163.7,0.303,0.065,336.61,9.01,114.1,7.5
Utah,UT,"Piute County, Utah",87.03403566,5.024311183,0.162074554,1.620745543,11.3,88.7,16.2,5.4,86.5,19010.11683,7.7,7.3,1536,58.8,11.85,14.5,91.95,0.7,5.95,0.2,0.55,0.65,37.4,4,5.5,,27.2,0.18,,0.242,0.098,,,0.229,0.06,,,,
Montana,MT,"Toole County, Montana",73.86363636,19.71343874,1.383399209,4.743083004,12.6,87.4,17.4,5,70.9,22641.68318,35.15,9.1,5217,57.4,15.4,23.3,92.35,0.6,2.25,0.25,3.55,0.95,41.9,3.4,2.4,0.09,25.9,0.282,0.161,0.287,0.083,190.9,,0.22,0.043,423.46,,,
Virginia,VA,"Virginia Beach city, Virginia",49.09876888,44.65079476,0.911121972,4.193721055,7.5,92.5,31.9,10.9,73.35,32945.33429,13,4.65,436458,49.2,6.85,10,65.55,18.85,6.2,5.7,0.25,3.45,34.6,3.3,3.5,0.08,28.2,0.309,0.186,0.275,0.09,592,305,0.133,0.056,190.98,4.42,45,7.8
Washington,WA,"Douglas County, Washington",62.85863783,31.39443621,0.93311241,4.037673323,20.7,79.3,17.3,5.9,73.8,23190.08762,23.75,3.8,37288,38.4,14.3,22,69.65,0.3,26.85,0.7,0.75,1.8,36.6,4,3,0.06,45.9,0.303,0.151,0.288,0.098,292.5,29.5,0.229,0.075,158.43,,58.7,6
Missouri,MO,"Mississippi County, Missouri",69.69990319,28.22846079,0.290416263,1.529525653,33.8,66.2,10.5,2.9,68.5,18377.37715,42.7,19.7,13928,39.6,27.75,35.8,74.8,21.5,1.7,0.1,0.3,1.5,38.9,6,,0.12,90.3,0.412,0.242,0.336,0.114,349.5,247.6,0.194,0.084,456.38,14.25,60.8,
Texas,TX,"Galveston County, Texas",59.33029018,36.69774344,0.713744213,3.258222172,14.1,85.9,26.3,9.1,79.25,32181.85969,18.8,9.95,286874,52.5,12.9,17.45,59.85,13.85,21.65,2.8,0.35,1.5,37.1,3.6,3.2,0.09,46.3,0.292,0.172,0.293,0.099,401.4,268.4,0.208,0.077,348.27,7.19,72.4,6.9
Texas,TX,"Gonzales County, Texas",72.65228426,24.8572335,0.444162437,2.046319797,32.4,67.6,13.9,4.1,70.1,20278.47048,34.05,21.3,19658,43.6,20.1,30.15,45.45,7.45,46.15,0.4,0.1,0.5,36.4,3.8,5.3,0.09,86.7,0.377,,0.322,0.112,482.3,80.5,0.31,0.046,578.78,,89.7,9.6
Utah,UT,"Grand County, Utah",43.4021544,43.3572711,2.423698384,3.994614004,16.1,83.9,24.3,8.9,66.15,20127.38445,25.15,11.9,9316,34.3,14.65,17.85,85.15,0.3,8.45,0.65,4.2,1.25,40.5,3.3,4.3,0.07,53.9,0.294,0.174,0.206,0.062,235.9,,0.236,0.088,208.43,,122.6,
Virginia,VA,"Falls Church city, Virginia",17.25577149,75.77931394,0.913003782,3.078127038,4.3,95.7,71,40.6,83.65,56674.3508,1.55,8.3,11782,74.9,3.4,0.8,74.3,4.55,9.2,9.3,0.15,2.45,40.4,,,0.08,8.4,0.177,,0.267,0.095,439.2,514.5,0.075,0.068,113.54,,68.3,
Virginia,VA,"Lynchburg city, Virginia",50.86141051,41.83145209,0.585589408,3.898271521,16.9,83.1,28.3,10.8,82.95,18501.01238,40.1,10.35,73462,50.4,21.85,31.15,64.7,28.6,2.45,2.2,0.2,1.85,31.6,3.9,2.8,0.08,27,0.398,0.246,0.331,0.109,567.3,275.5,0.166,0.076,417.23,3.37,49.9,8.9
New Mexico,NM,"Taos County, New Mexico",17.91697014,69.85367146,4.02569026,7.74680527,11.7,88.3,30.1,11,70.9,20781.83397,40.5,15.1,32190,39.2,17.75,29.35,36.55,0.25,55.6,0.4,5.55,1.6,44.1,4.2,3.8,0.11,49.8,0.513,0.164,0.18,0.071,413.2,126.7,0.255,0.091,510.29,7.51,113.6,
New York,NY,"Orange County, New York",51.24508891,44.78554631,1.433006757,2.536358017,13.3,86.7,27.7,11.7,82.05,34189.48445,23.5,8,374680,60,11.4,18.1,69.4,9.1,16.95,2.3,0.2,2,36.2,3.4,3.1,0.07,23.4,0.227,0.205,0.238,0.096,283.8,330.9,0.117,0.083,263.93,2.79,41.2,5.7
Minnesota,MN,"Winona County, Minnesota",46.88998917,43.96565063,2.053999691,4.506421167,11.2,88.8,25.1,9.3,79.7,21687.71143,15.15,9.8,50509,37.5,15.75,11.25,93.45,0.95,2,2.2,0.25,1.05,32.5,2.4,2.9,0.06,10.4,0.186,0.152,0.273,0.075,256.9,11,0.104,0.05,114.82,,54.2,6.9
Alaska,AK,"Sitka City and Borough, Alaska",,,,,7.7,92.3,29.2,11,71.6,33014.02603,8.95,0,8846,38.9,6.85,7.2,63.85,0.8,4.9,3.55,19.35,7.5,40,3.1,2.5,0.05,27.2,0.317,0.213,0.282,0.075,391,80.1,0.253,0.056,249.87,,108,
California,CA,"Alameda County, California",14.87112582,79.31424751,2.719526415,2.617438172,14.1,85.9,40.3,16.3,80.9,39087.87429,14.15,8.35,1483683,58.6,11.15,14.05,35.6,12.4,21.9,25.15,0.3,4.7,36.2,3,3.2,0.07,25.5,0.294,0.106,0.207,0.078,460.2,395.9,0.148,0.09,719.29,9.69,46.3,4.6
Colorado,CO,"Yuma County, Colorado",80.5102916,15.03001715,0.343053173,2.422813036,16.4,83.6,17.8,4.5,73.9,23207.84889,9.7,11.35,9836,55.1,10.25,12.4,78.5,0.15,20.25,0.1,0.5,0.5,36.7,2.9,1.6,0.07,45.9,0.127,0.177,0.251,0.06,89.1,110.9,0.231,0.04,66.82,,66.7,
